,game_date,game_status_text,points_home,points_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
850,2012-01-06,Final,96,73,1,Detroit,Pistons,Detroit,Pistons
851,2011-12-30,Final,96,85,1,Detroit,Pistons,Detroit,Pistons
852,2011-12-26,Final,91,79,1,Detroit,Pistons,Detroit,Pistons
853,2011-12-20,Final,89,90,0,Detroit,Pistons,Detroit,Pistons
854,2011-04-13,Final,100,104,0,Detroit,Pistons,Detroit,Pistons
855,2011-04-10,Final,101,112,0,Detroit,Pistons,Detroit,Pistons
856,2011-04-05,Final,107,105,1,Detroit,Pistons,Detroit,Pistons
857,2011-04-03,Final,101,90,1,Detroit,Pistons,Detroit,Pistons
858,2011-03-30,Final,111,101,1,Detroit,Pistons,Detroit,Pistons
859,2011-03-25,Final,97,91,1,Detroit,Pistons,Detroit,Pistons
860,2011-03-20,Final,104,96,1,Detroit,Pistons,Detroit,Pistons
861,2011-03-12,Final,131,101,1,Detroit,Pistons,Detroit,Pistons
862,2011-03-11,Final,104,94,1,Detroit,Pistons,Detroit,Pistons
863,2011-03-09,Final,111,104,1,Detroit,Pistons,Detroit,Pistons
864,2011-03-01,Final,92,90,1,Detroit,Pistons,Detroit,Pistons
865,2011-02-25,Final,110,94,1,Detroit,Pistons,Detroit,Pistons
866,2011-02-23,Final,102,101,1,Detroit,Pistons,Detroit,Pistons
867,2011-02-09,Final,94,103,0,Detroit,Pistons,Detroit,Pistons
868,2011-02-05,Final,78,89,0,Detroit,Pistons,Detroit,Pistons
869,2011-01-30,Final,124,106,1,Detroit,Pistons,Detroit,Pistons
870,2011-01-28,Final,88,87,1,Detroit,Pistons,Detroit,Pistons
871,2011-01-24,Final,96,103,0,Detroit,Pistons,Detroit,Pistons
872,2011-01-21,Final,89,74,1,Detroit,Pistons,Detroit,Pistons
873,2011-01-19,Final,86,82,1,Detroit,Pistons,Detroit,Pistons
874,2011-01-14,Final,95,101,0,Detroit,Pistons,Detroit,Pistons
875,2011-01-10,Final,95,82,1,Detroit,Pistons,Detroit,Pistons
876,2011-01-04,Final,108,83,1,Detroit,Pistons,Detroit,Pistons
877,2011-01-03,Final,102,97,1,Detroit,Pistons,Detroit,Pistons
878,2010-12-31,Final,92,75,1,Detroit,Pistons,Detroit,Pistons
879,2010-12-27,Final,105,100,1,Detroit,Pistons,Detroit,Pistons
880,2010-12-22,Final,93,115,0,Detroit,Pistons,Detroit,Pistons
881,2010-12-10,Final,109,99,1,Detroit,Pistons,Detroit,Pistons
882,2010-12-08,Final,93,74,1,Detroit,Pistons,Detroit,Pistons
883,2010-12-07,Final,97,83,1,Detroit,Pistons,Detroit,Pistons
884,2010-12-01,Final,97,72,1,Detroit,Pistons,Detroit,Pistons
885,2010-11-30,Final,90,79,1,Detroit,Pistons,Detroit,Pistons
886,2010-11-24,Final,105,84,1,Detroit,Pistons,Detroit,Pistons
887,2010-11-23,Final,88,84,1,Detroit,Pistons,Detroit,Pistons
888,2010-11-15,Final,101,97,1,Detroit,Pistons,Detroit,Pistons
889,2010-11-14,Final,94,100,0,Detroit,Pistons,Detroit,Pistons
890,2010-11-12,Final,107,113,0,Detroit,Pistons,Detroit,Pistons
891,2010-11-09,Final,100,78,1,Detroit,Pistons,Detroit,Pistons
892,2010-11-03,Final,94,85,1,Detroit,Pistons,Detroit,Pistons
893,2010-10-30,Final,101,91,1,Detroit,Pistons,Detroit,Pistons
894,2010-10-27,Final,101,98,1,Detroit,Pistons,Detroit,Pistons
895,2010-10-16,Final,97,94,1,Detroit,Pistons,Detroit,Pistons
896,2010-10-15,Final,99,88,1,Detroit,Pistons,Detroit,Pistons
897,2010-10-05,Final,105,89,1,Detroit,Pistons,Detroit,Pistons
898,2010-04-14,Final,98,103,0,Detroit,Pistons,Detroit,Pistons
899,2010-04-10,Final,99,95,1,Detroit,Pistons,Detroit,Pistons
900,2010-04-09,Final,99,106,0,Detroit,Pistons,Detroit,Pistons
901,2010-04-06,Final,103,124,0,Detroit,Pistons,Detroit,Pistons
902,2010-04-03,Final,91,85,1,Detroit,Pistons,Detroit,Pistons
903,2010-03-26,Final,118,110,1,Detroit,Pistons,Detroit,Pistons
904,2010-03-21,Final,104,79,1,Detroit,Pistons,Detroit,Pistons
905,2010-03-19,Final,106,102,1,Detroit,Pistons,Detroit,Pistons
906,2010-03-15,Final,119,93,1,Detroit,Pistons,Detroit,Pistons
907,2010-03-13,Final,112,99,1,Detroit,Pistons,Detroit,Pistons
908,2010-03-05,Final,99,92,1,Detroit,Pistons,Detroit,Pistons
909,2010-03-03,Final,128,104,1,Detroit,Pistons,Detroit,Pistons
910,2010-02-27,Final,95,88,1,Detroit,Pistons,Detroit,Pistons
911,2010-02-26,Final,107,102,1,Detroit,Pistons,Detroit,Pistons
912,2010-02-24,Final,97,91,1,Detroit,Pistons,Detroit,Pistons
913,2010-02-23,Final,89,101,0,Detroit,Pistons,Detroit,Pistons
914,2010-02-17,Final,116,91,1,Detroit,Pistons,Detroit,Pistons
915,2010-02-09,Final,81,93,0,Detroit,Pistons,Detroit,Pistons
916,2010-02-05,Final,107,83,1,Detroit,Pistons,Detroit,Pistons
917,2010-02-02,Final,93,97,0,Detroit,Pistons,Detroit,Pistons
918,2010-01-18,Final,99,91,1,Detroit,Pistons,Detroit,Pistons
919,2010-01-12,Final,90,99,0,Detroit,Pistons,Detroit,Pistons
920,2010-01-11,Final,120,87,1,Detroit,Pistons,Detroit,Pistons
921,2010-01-06,Final,112,92,1,Detroit,Pistons,Detroit,Pistons
922,2010-01-05,Final,98,93,1,Detroit,Pistons,Detroit,Pistons
923,2009-12-27,Final,102,95,1,Detroit,Pistons,Detroit,Pistons
924,2009-12-22,Final,88,76,1,Detroit,Pistons,Detroit,Pistons
925,2009-12-18,Final,109,98,1,Detroit,Pistons,Detroit,Pistons
926,2009-12-16,Final,95,87,1,Detroit,Pistons,Detroit,Pistons
927,2009-12-15,Final,107,96,1,Detroit,Pistons,Detroit,Pistons
928,2009-12-09,Final,86,90,0,Detroit,Pistons,Detroit,Pistons
929,2009-12-02,Final,92,85,1,Detroit,Pistons,Detroit,Pistons
930,2009-11-22,Final,117,91,1,Detroit,Pistons,Detroit,Pistons
931,2009-11-21,Final,100,97,1,Detroit,Pistons,Detroit,Pistons
932,2009-11-18,Final,87,81,1,Detroit,Pistons,Detroit,Pistons
933,2009-11-17,Final,106,93,1,Detroit,Pistons,Detroit,Pistons
934,2009-11-14,Final,103,106,0,Detroit,Pistons,Detroit,Pistons
935,2009-11-06,Final,110,103,1,Detroit,Pistons,Detroit,Pistons
936,2009-11-04,Final,110,99,1,Detroit,Pistons,Detroit,Pistons
937,2009-10-31,Final,96,85,1,Detroit,Pistons,Detroit,Pistons
938,2009-10-28,Final,74,96,0,Detroit,Pistons,Detroit,Pistons
939,2009-10-23,Final,93,95,0,Detroit,Pistons,Detroit,Pistons
940,2009-10-17,Final,115,94,1,Detroit,Pistons,Detroit,Pistons
941,2009-10-15,Final,113,88,1,Detroit,Pistons,Detroit,Pistons
942,2009-04-21,Final,94,82,1,Detroit,Pistons,Detroit,Pistons
943,2009-04-18,Final,102,84,1,Detroit,Pistons,Detroit,Pistons
944,2009-04-15,Final,102,96,1,Detroit,Pistons,Detroit,Pistons
945,2009-04-11,Final,106,102,1,Detroit,Pistons,Detroit,Pistons
946,2009-04-08,Final,86,113,0,Detroit,Pistons,Detroit,Pistons
947,2009-04-04,Final,95,90,1,Detroit,Pistons,Detroit,Pistons
948,2009-04-01,Final,111,98,1,Detroit,Pistons,Detroit,Pistons
949,2009-03-31,Final,79,73,1,Detroit,Pistons,Detroit,Pistons
950,2009-03-28,Final,96,98,0,Detroit,Pistons,Detroit,Pistons
951,2009-03-24,Final,99,91,1,Detroit,Pistons,Detroit,Pistons
952,2009-03-18,Final,106,101,1,Detroit,Pistons,Detroit,Pistons
953,2009-03-17,Final,103,101,1,Detroit,Pistons,Detroit,Pistons
954,2009-03-13,Final,95,99,0,Detroit,Pistons,Detroit,Pistons
955,2009-03-07,Final,87,83,1,Detroit,Pistons,Detroit,Pistons
956,2009-03-01,Final,95,105,0,Detroit,Pistons,Detroit,Pistons
957,2009-02-27,Final,85,93,0,Detroit,Pistons,Detroit,Pistons
958,2009-02-25,Final,90,87,1,Detroit,Pistons,Detroit,Pistons
959,2009-02-24,Final,103,91,1,Detroit,Pistons,Detroit,Pistons
960,2009-02-22,Final,99,78,1,Detroit,Pistons,Detroit,Pistons
961,2009-02-10,Final,107,102,1,Detroit,Pistons,Detroit,Pistons
962,2009-02-07,Final,121,126,0,Detroit,Pistons,Detroit,Pistons
963,2009-01-28,Final,89,98,0,Detroit,Pistons,Detroit,Pistons
964,2009-01-19,Final,79,87,0,Detroit,Pistons,Detroit,Pistons
965,2009-01-16,Final,89,79,1,Detroit,Pistons,Detroit,Pistons
966,2009-01-14,Final,110,106,1,Detroit,Pistons,Detroit,Pistons
967,2009-01-10,Final,99,82,1,Detroit,Pistons,Detroit,Pistons
968,2009-01-09,Final,90,93,0,Detroit,Pistons,Detroit,Pistons
969,2009-01-07,Final,84,83,1,Detroit,Pistons,Detroit,Pistons
970,2009-01-04,Final,87,88,0,Detroit,Pistons,Detroit,Pistons
971,2008-12-27,Final,76,87,0,Detroit,Pistons,Detroit,Pistons
972,2008-12-21,Final,85,78,1,Detroit,Pistons,Detroit,Pistons
973,2008-12-13,Final,86,90,0,Detroit,Pistons,Detroit,Pistons
974,2008-12-09,Final,107,94,1,Detroit,Pistons,Detroit,Pistons
975,2008-12-07,Final,104,92,1,Detroit,Pistons,Detroit,Pistons
976,2008-12-02,Final,77,89,0,Detroit,Pistons,Detroit,Pistons
977,2008-11-20,Final,98,80,1,Detroit,Pistons,Detroit,Pistons
978,2008-11-16,Final,104,86,1,Detroit,Pistons,Detroit,Pistons
979,2008-11-14,Final,95,106,0,Detroit,Pistons,Detroit,Pistons
980,2008-11-13,Final,102,107,0,Detroit,Pistons,Detroit,Pistons
981,2008-11-11,Final,92,100,0,Detroit,Pistons,Detroit,Pistons
982,2008-11-07,Final,103,96,1,Detroit,Pistons,Detroit,Pistons
983,2008-11-05,Final,93,100,0,Detroit,Pistons,Detroit,Pistons
984,2008-11-03,Final,83,101,0,Detroit,Pistons,Detroit,Pistons
985,2008-10-11,Final,99,111,0,Detroit,Pistons,Detroit,Pistons
986,2008-10-10,Final,62,73,0,Detroit,Pistons,Detroit,Pistons
987,2008-10-05,Final,91,95,0,Detroit,Pistons,Detroit,Pistons
988,2008-05-28,Final,106,102,1,Detroit,Pistons,Detroit,Pistons
989,2008-05-22,Final,97,103,0,Detroit,Pistons,Detroit,Pistons
990,2008-05-20,Final,88,79,1,Detroit,Pistons,Detroit,Pistons
991,2008-05-10,Final,89,90,0,Detroit,Pistons,Detroit,Pistons
992,2008-05-07,Final,111,86,1,Detroit,Pistons,Detroit,Pistons
993,2008-05-01,Final,77,100,0,Detroit,Pistons,Detroit,Pistons
994,2008-04-27,Final,84,93,0,Detroit,Pistons,Detroit,Pistons
995,2008-04-25,Final,95,75,1,Detroit,Pistons,Detroit,Pistons
996,2008-04-16,Final,74,84,0,Detroit,Pistons,Detroit,Pistons
997,2008-04-09,Final,101,94,1,Detroit,Pistons,Detroit,Pistons
998,2008-04-06,Final,75,91,0,Detroit,Pistons,Detroit,Pistons
999,2008-04-01,Final,90,94,0,Detroit,Pistons,Detroit,Pistons
1000,2008-03-26,Final,89,82,1,Detroit,Pistons,Detroit,Pistons
1001,2008-03-23,Final,95,83,1,Detroit,Pistons,Detroit,Pistons
1002,2008-03-19,Final,89,73,1,Detroit,Pistons,Detroit,Pistons
1003,2008-03-07,Final,97,101,0,Detroit,Pistons,Detroit,Pistons
1004,2008-03-05,Final,90,78,1,Detroit,Pistons,Detroit,Pistons
1005,2008-03-01,Final,73,103,0,Detroit,Pistons,Detroit,Pistons
1006,2008-02-27,Final,103,95,1,Detroit,Pistons,Detroit,Pistons
1007,2008-02-25,Final,93,98,0,Detroit,Pistons,Detroit,Pistons
1008,2008-02-24,Final,86,116,0,Detroit,Pistons,Detroit,Pistons
1009,2008-02-20,Final,103,98,1,Detroit,Pistons,Detroit,Pistons
1010,2008-02-12,Final,90,94,0,Detroit,Pistons,Detroit,Pistons
1011,2008-01-29,Final,104,110,0,Detroit,Pistons,Detroit,Pistons
1012,2008-01-23,Final,78,86,0,Detroit,Pistons,Detroit,Pistons
1013,2008-01-21,Final,102,100,1,Detroit,Pistons,Detroit,Pistons
1014,2008-01-19,Final,97,81,1,Detroit,Pistons,Detroit,Pistons
1015,2008-01-13,Final,89,65,1,Detroit,Pistons,Detroit,Pistons
1016,2008-01-12,Final,100,103,0,Detroit,Pistons,Detroit,Pistons
1017,2008-01-10,Final,80,90,0,Detroit,Pistons,Detroit,Pistons
1018,2008-01-09,Final,102,86,1,Detroit,Pistons,Detroit,Pistons
1019,2008-01-04,Final,85,101,0,Detroit,Pistons,Detroit,Pistons
1020,2008-01-02,Final,93,106,0,Detroit,Pistons,Detroit,Pistons
1021,2007-12-29,Final,92,98,0,Detroit,Pistons,Detroit,Pistons
1022,2007-12-26,Final,83,101,0,Detroit,Pistons,Detroit,Pistons
1023,2007-12-19,Final,85,87,0,Detroit,Pistons,Detroit,Pistons
1024,2007-12-12,Final,80,77,1,Detroit,Pistons,Detroit,Pistons
1025,2007-12-11,Final,103,113,0,Detroit,Pistons,Detroit,Pistons
1026,2007-12-05,Final,76,91,0,Detroit,Pistons,Detroit,Pistons
1027,2007-12-04,Final,95,106,0,Detroit,Pistons,Detroit,Pistons
1028,2007-12-01,Final,91,117,0,Detroit,Pistons,Detroit,Pistons
1029,2007-11-18,Final,105,95,1,Detroit,Pistons,Detroit,Pistons
1030,2007-11-16,Final,103,91,1,Detroit,Pistons,Detroit,Pistons
1031,2007-11-14,Final,104,111,0,Detroit,Pistons,Detroit,Pistons
1032,2007-11-13,Final,102,94,1,Detroit,Pistons,Detroit,Pistons
1033,2007-11-11,Final,103,107,0,Detroit,Pistons,Detroit,Pistons
1034,2007-11-08,Final,97,93,1,Detroit,Pistons,Detroit,Pistons
1035,2007-11-02,Final,92,116,0,Detroit,Pistons,Detroit,Pistons
1036,2007-11-01,Final,80,91,0,Detroit,Pistons,Detroit,Pistons
1037,2007-10-20,Final,104,80,1,Detroit,Pistons,Detroit,Pistons
1038,2007-10-19,Final,122,94,1,Detroit,Pistons,Detroit,Pistons
1039,2007-10-11,Final,96,90,1,Detroit,Pistons,Detroit,Pistons
1040,2007-06-02,Final,98,82,1,Detroit,Pistons,Detroit,Pistons
1041,2007-05-29,Final,91,87,1,Detroit,Pistons,Detroit,Pistons
1042,2007-05-27,Final,88,82,1,Detroit,Pistons,Detroit,Pistons
1043,2007-05-17,Final,85,95,0,Detroit,Pistons,Detroit,Pistons
1044,2007-05-13,Final,102,87,1,Detroit,Pistons,Detroit,Pistons
1045,2007-05-10,Final,74,81,0,Detroit,Pistons,Detroit,Pistons
1046,2007-04-28,Final,93,97,0,Detroit,Pistons,Detroit,Pistons
1047,2007-04-26,Final,77,93,0,Detroit,Pistons,Detroit,Pistons
1048,2007-04-18,Final,89,91,0,Detroit,Pistons,Detroit,Pistons
1049,2007-04-13,Final,87,84,1,Detroit,Pistons,Detroit,Pistons
1050,2007-04-09,Final,83,91,0,Detroit,Pistons,Detroit,Pistons
1051,2007-04-03,Final,85,100,0,Detroit,Pistons,Detroit,Pistons
1052,2007-03-29,Final,83,81,1,Detroit,Pistons,Detroit,Pistons
1053,2007-03-25,Final,95,121,0,Detroit,Pistons,Detroit,Pistons
1054,2007-03-23,Final,90,89,1,Detroit,Pistons,Detroit,Pistons
1055,2007-03-22,Final,91,85,1,Detroit,Pistons,Detroit,Pistons
1056,2007-03-16,Final,83,105,0,Detroit,Pistons,Detroit,Pistons
1057,2007-03-14,Final,75,87,0,Detroit,Pistons,Detroit,Pistons
1058,2007-03-13,Final,97,101,0,Detroit,Pistons,Detroit,Pistons
1059,2007-03-11,Final,80,98,0,Detroit,Pistons,Detroit,Pistons
1060,2007-03-09,Final,82,95,0,Detroit,Pistons,Detroit,Pistons
1061,2007-03-03,Final,89,92,0,Detroit,Pistons,Detroit,Pistons
1062,2007-03-02,Final,85,82,1,Detroit,Pistons,Detroit,Pistons
1063,2007-02-23,Final,89,94,0,Detroit,Pistons,Detroit,Pistons
1064,2007-02-20,Final,83,84,0,Detroit,Pistons,Detroit,Pistons
1065,2007-02-04,Final,78,90,0,Detroit,Pistons,Detroit,Pistons
1066,2007-01-31,Final,89,113,0,Detroit,Pistons,Detroit,Pistons
1067,2007-01-30,Final,104,99,1,Detroit,Pistons,Detroit,Pistons
1068,2007-01-24,Final,92,103,0,Detroit,Pistons,Detroit,Pistons
1069,2007-01-19,Final,98,104,0,Detroit,Pistons,Detroit,Pistons
1070,2007-01-12,Final,99,93,1,Detroit,Pistons,Detroit,Pistons
1071,2007-01-09,Final,89,98,0,Detroit,Pistons,Detroit,Pistons
1072,2007-01-06,Final,106,89,1,Detroit,Pistons,Detroit,Pistons
1073,2007-01-04,Final,68,92,0,Detroit,Pistons,Detroit,Pistons
1074,2006-12-27,Final,151,145,1,Detroit,Pistons,Detroit,Pistons
1075,2006-12-21,Final,71,87,0,Detroit,Pistons,Detroit,Pistons
1076,2006-12-16,Final,82,90,0,Detroit,Pistons,Detroit,Pistons
1077,2006-12-13,Final,101,90,1,Detroit,Pistons,Detroit,Pistons
1078,2006-12-08,Final,83,87,0,Detroit,Pistons,Detroit,Pistons
1079,2006-12-07,Final,82,92,0,Detroit,Pistons,Detroit,Pistons
1080,2006-12-03,Final,97,89,1,Detroit,Pistons,Detroit,Pistons
1081,2006-11-30,Final,85,87,0,Detroit,Pistons,Detroit,Pistons
1082,2006-11-25,Final,111,115,0,Detroit,Pistons,Detroit,Pistons
1083,2006-11-21,Final,87,97,0,Detroit,Pistons,Detroit,Pistons
1084,2006-11-11,Final,111,79,1,Detroit,Pistons,Detroit,Pistons
1085,2006-11-10,Final,83,97,0,Detroit,Pistons,Detroit,Pistons
1086,2006-11-08,Final,99,86,1,Detroit,Pistons,Detroit,Pistons
1087,2006-11-06,Final,103,101,1,Detroit,Pistons,Detroit,Pistons
1088,2006-11-03,Final,88,101,0,Detroit,Pistons,Detroit,Pistons
1089,2006-10-14,Final,101,89,1,Detroit,Pistons,Detroit,Pistons
1090,2006-10-13,Final,96,101,0,Detroit,Pistons,Detroit,Pistons
1091,2006-10-10,Final,64,84,0,Detroit,Pistons,Detroit,Pistons
1092,2006-06-02,Final,95,78,1,Detroit,Pistons,Detroit,Pistons
1093,2006-05-29,Final,89,78,1,Detroit,Pistons,Detroit,Pistons
1094,2006-05-27,Final,98,83,1,Detroit,Pistons,Detroit,Pistons
1095,2006-05-19,Final,82,84,0,Detroit,Pistons,Detroit,Pistons
1096,2006-05-15,Final,74,72,1,Detroit,Pistons,Detroit,Pistons
1097,2006-05-13,Final,86,77,1,Detroit,Pistons,Detroit,Pistons
1098,2006-05-01,Final,99,109,0,Detroit,Pistons,Detroit,Pistons
1099,2006-04-29,Final,124,104,1,Detroit,Pistons,Detroit,Pistons
1100,2006-04-17,Final,113,93,1,Detroit,Pistons,Detroit,Pistons
1101,2006-04-14,Final,108,103,1,Detroit,Pistons,Detroit,Pistons
1102,2006-04-07,Final,89,87,1,Detroit,Pistons,Detroit,Pistons
1103,2006-04-06,Final,82,95,0,Detroit,Pistons,Detroit,Pistons
1104,2006-03-29,Final,91,101,0,Detroit,Pistons,Detroit,Pistons
1105,2006-03-24,Final,72,75,0,Detroit,Pistons,Detroit,Pistons
1106,2006-03-18,Final,103,108,0,Detroit,Pistons,Detroit,Pistons
1107,2006-03-17,Final,105,103,1,Detroit,Pistons,Detroit,Pistons
1108,2006-03-15,Final,98,105,0,Detroit,Pistons,Detroit,Pistons
1109,2006-03-11,Final,110,92,1,Detroit,Pistons,Detroit,Pistons
1110,2006-03-04,Final,105,94,1,Detroit,Pistons,Detroit,Pistons
1111,2006-03-03,Final,96,98,0,Detroit,Pistons,Detroit,Pistons
1112,2006-03-01,Final,98,87,1,Detroit,Pistons,Detroit,Pistons
1113,2006-02-27,Final,72,84,0,Detroit,Pistons,Detroit,Pistons
1114,2006-02-24,Final,87,95,0,Detroit,Pistons,Detroit,Pistons
1115,2006-02-12,Final,100,98,1,Detroit,Pistons,Detroit,Pistons
1116,2006-02-10,Final,73,84,0,Detroit,Pistons,Detroit,Pistons
1117,2006-02-07,Final,99,98,1,Detroit,Pistons,Detroit,Pistons
1118,2006-02-04,Final,93,85,1,Detroit,Pistons,Detroit,Pistons
1119,2006-02-03,Final,80,87,0,Detroit,Pistons,Detroit,Pistons
1120,2006-01-31,Final,91,84,1,Detroit,Pistons,Detroit,Pistons
1121,2006-01-24,Final,83,107,0,Detroit,Pistons,Detroit,Pistons
1122,2006-01-19,Final,79,105,0,Detroit,Pistons,Detroit,Pistons
1123,2006-01-18,Final,89,117,0,Detroit,Pistons,Detroit,Pistons
1124,2006-01-12,Final,68,83,0,Detroit,Pistons,Detroit,Pistons
1125,2006-01-10,Final,86,96,0,Detroit,Pistons,Detroit,Pistons
1126,2005-12-31,Final,97,84,1,Detroit,Pistons,Detroit,Pistons
1127,2005-12-19,Final,104,106,0,Detroit,Pistons,Detroit,Pistons
1128,2005-12-17,Final,78,103,0,Detroit,Pistons,Detroit,Pistons
1129,2005-12-12,Final,92,78,1,Detroit,Pistons,Detroit,Pistons
1130,2005-12-11,Final,101,109,0,Detroit,Pistons,Detroit,Pistons
1131,2005-12-09,Final,103,106,0,Detroit,Pistons,Detroit,Pistons
1132,2005-12-03,Final,79,92,0,Detroit,Pistons,Detroit,Pistons
1133,2005-11-30,Final,83,93,0,Detroit,Pistons,Detroit,Pistons
1134,2005-11-26,Final,76,85,0,Detroit,Pistons,Detroit,Pistons
1135,2005-11-19,Final,119,82,1,Detroit,Pistons,Detroit,Pistons
1136,2005-11-18,Final,70,78,0,Detroit,Pistons,Detroit,Pistons
1137,2005-11-11,Final,81,84,0,Detroit,Pistons,Detroit,Pistons
1138,2005-11-10,Final,104,111,0,Detroit,Pistons,Detroit,Pistons
1139,2005-11-08,Final,88,102,0,Detroit,Pistons,Detroit,Pistons
1140,2005-11-04,Final,81,82,0,Detroit,Pistons,Detroit,Pistons
1141,2005-10-28,Final,96,92,1,Detroit,Pistons,Detroit,Pistons
1142,2005-10-27,Final,103,97,1,Detroit,Pistons,Detroit,Pistons
1143,2005-10-19,Final,104,94,1,Detroit,Pistons,Detroit,Pistons
1144,2005-06-23,Final,81,74,1,Detroit,Pistons,Detroit,Pistons
1145,2005-06-21,Final,86,95,0,Detroit,Pistons,Detroit,Pistons
1146,2005-06-12,Final,97,76,1,Detroit,Pistons,Detroit,Pistons
1147,2005-06-09,Final,84,69,1,Detroit,Pistons,Detroit,Pistons
1148,2005-06-06,Final,82,88,0,Detroit,Pistons,Detroit,Pistons
1149,2005-06-02,Final,88,76,1,Detroit,Pistons,Detroit,Pistons
1150,2005-05-25,Final,92,86,1,Detroit,Pistons,Detroit,Pistons
1151,2005-05-23,Final,81,90,0,Detroit,Pistons,Detroit,Pistons
1152,2005-05-19,Final,79,88,0,Detroit,Pistons,Detroit,Pistons
1153,2005-05-15,Final,76,89,0,Detroit,Pistons,Detroit,Pistons
1154,2005-05-13,Final,79,74,1,Detroit,Pistons,Detroit,Pistons
1155,2005-05-01,Final,92,97,0,Detroit,Pistons,Detroit,Pistons
1156,2005-04-29,Final,115,104,1,Detroit,Pistons,Detroit,Pistons
1157,2005-04-20,Final,97,86,1,Detroit,Pistons,Detroit,Pistons
1158,2005-04-19,Final,68,95,0,Detroit,Pistons,Detroit,Pistons
1159,2005-04-11,Final,84,85,0,Detroit,Pistons,Detroit,Pistons
1160,2005-04-10,Final,72,80,0,Detroit,Pistons,Detroit,Pistons
1161,2005-04-08,Final,102,114,0,Detroit,Pistons,Detroit,Pistons
1162,2005-04-03,Final,103,113,0,Detroit,Pistons,Detroit,Pistons
1163,2005-03-23,Final,107,84,1,Detroit,Pistons,Detroit,Pistons
1164,2005-03-22,Final,91,76,1,Detroit,Pistons,Detroit,Pistons
1165,2005-03-14,Final,108,114,0,Detroit,Pistons,Detroit,Pistons
1166,2005-03-11,Final,115,113,1,Detroit,Pistons,Detroit,Pistons
1167,2005-03-06,Final,100,85,1,Detroit,Pistons,Detroit,Pistons
1168,2005-03-04,Final,95,87,1,Detroit,Pistons,Detroit,Pistons
1169,2005-03-03,Final,100,97,1,Detroit,Pistons,Detroit,Pistons
1170,2005-03-01,Final,93,103,0,Detroit,Pistons,Detroit,Pistons
1171,2005-02-27,Final,88,94,0,Detroit,Pistons,Detroit,Pistons
1172,2005-02-25,Final,90,111,0,Detroit,Pistons,Detroit,Pistons
1173,2005-02-16,Final,75,93,0,Detroit,Pistons,Detroit,Pistons
1174,2005-02-05,Final,107,85,1,Detroit,Pistons,Detroit,Pistons
1175,2005-02-01,Final,96,105,0,Detroit,Pistons,Detroit,Pistons
1176,2005-01-27,Final,76,88,0,Detroit,Pistons,Detroit,Pistons
1177,2005-01-24,Final,86,83,1,Detroit,Pistons,Detroit,Pistons
1178,2005-01-21,Final,89,86,1,Detroit,Pistons,Detroit,Pistons
1179,2005-01-18,Final,103,101,1,Detroit,Pistons,Detroit,Pistons
1180,2005-01-11,Final,80,89,0,Detroit,Pistons,Detroit,Pistons
1181,2005-01-07,Final,104,110,0,Detroit,Pistons,Detroit,Pistons
1182,2005-01-03,Final,80,87,0,Detroit,Pistons,Detroit,Pistons
1183,2004-12-29,Final,105,107,0,Detroit,Pistons,Detroit,Pistons
1184,2004-12-25,Final,93,98,0,Detroit,Pistons,Detroit,Pistons
1185,2004-12-15,Final,93,94,0,Detroit,Pistons,Detroit,Pistons
1186,2004-12-11,Final,72,68,1,Detroit,Pistons,Detroit,Pistons
1187,2004-12-06,Final,85,101,0,Detroit,Pistons,Detroit,Pistons
1188,2004-12-04,Final,69,92,0,Detroit,Pistons,Detroit,Pistons
1189,2004-12-03,Final,80,77,1,Detroit,Pistons,Detroit,Pistons
1190,2004-11-30,Final,72,93,0,Detroit,Pistons,Detroit,Pistons
1191,2004-11-27,Final,96,90,1,Detroit,Pistons,Detroit,Pistons
1192,2004-11-24,Final,92,76,1,Detroit,Pistons,Detroit,Pistons
1193,2004-11-23,Final,91,89,1,Detroit,Pistons,Detroit,Pistons
1194,2004-11-13,Final,108,93,1,Detroit,Pistons,Detroit,Pistons
1195,2004-11-11,Final,117,109,1,Detroit,Pistons,Detroit,Pistons
1196,2004-11-08,Final,96,99,0,Detroit,Pistons,Detroit,Pistons
1197,2004-11-05,Final,101,89,1,Detroit,Pistons,Detroit,Pistons
1198,2004-10-29,Final,102,95,1,Detroit,Pistons,Detroit,Pistons
1199,2004-10-27,Final,96,84,1,Detroit,Pistons,Detroit,Pistons
1200,2004-06-08,Final,99,91,1,Detroit,Pistons,Detroit,Pistons
1201,2004-06-06,Final,75,87,0,Detroit,Pistons,Detroit,Pistons
1202,2004-05-30,Final,65,83,0,Detroit,Pistons,Detroit,Pistons
1203,2004-05-24,Final,67,72,0,Detroit,Pistons,Detroit,Pistons
1204,2004-05-22,Final,78,74,1,Detroit,Pistons,Detroit,Pistons
1205,2004-05-16,Final,75,81,0,Detroit,Pistons,Detroit,Pistons
1206,2004-05-11,Final,94,79,1,Detroit,Pistons,Detroit,Pistons
1207,2004-05-09,Final,82,64,1,Detroit,Pistons,Detroit,Pistons
1208,2004-04-26,Final,92,109,0,Detroit,Pistons,Detroit,Pistons
1209,2004-04-24,Final,85,95,0,Detroit,Pistons,Detroit,Pistons
1210,2004-04-13,Final,87,78,1,Detroit,Pistons,Detroit,Pistons
