,game_date,game_status_text,points_home,points_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
14091,2020-02-25,Final,118,109,1,New Orleans,Pelicans,New Orleans,Pelicans
14092,2020-02-23,Final,101,115,0,New Orleans,Pelicans,New Orleans,Pelicans
14093,2020-02-21,Final,115,128,0,New Orleans,Pelicans,New Orleans,Pelicans
14094,2020-02-08,Final,117,124,0,New Orleans,Pelicans,New Orleans,Pelicans
14095,2020-02-06,Final,119,125,0,New Orleans,Pelicans,New Orleans,Pelicans
14096,2020-02-02,Final,117,109,1,New Orleans,Pelicans,New Orleans,Pelicans
14097,2020-01-28,Final,111,125,0,New Orleans,Pelicans,New Orleans,Pelicans
14098,2020-01-20,Final,116,126,0,New Orleans,Pelicans,New Orleans,Pelicans
14099,2020-01-13,Final,110,117,0,New Orleans,Pelicans,New Orleans,Pelicans
14100,2020-01-11,Final,140,105,1,New Orleans,Pelicans,New Orleans,Pelicans
14101,2020-01-10,Final,111,123,0,New Orleans,Pelicans,New Orleans,Pelicans
14102,2020-01-04,Final,115,117,0,New Orleans,Pelicans,New Orleans,Pelicans
14103,2020-01-03,Final,123,113,1,New Orleans,Pelicans,New Orleans,Pelicans
14104,2019-12-25,Final,100,112,0,New Orleans,Pelicans,New Orleans,Pelicans
14105,2019-12-23,Final,94,102,0,New Orleans,Pelicans,New Orleans,Pelicans
14106,2019-12-20,Final,106,102,1,New Orleans,Pelicans,New Orleans,Pelicans
14107,2019-12-18,Final,99,107,0,New Orleans,Pelicans,New Orleans,Pelicans
14108,2019-12-13,Final,116,109,1,New Orleans,Pelicans,New Orleans,Pelicans
14109,2019-12-11,Final,127,112,1,New Orleans,Pelicans,New Orleans,Pelicans
14110,2019-12-07,Final,130,84,1,New Orleans,Pelicans,New Orleans,Pelicans
14111,2014-04-12,Final,111,104,1,New Orleans,Pelicans,New Orleans,Pelicans
14112,2014-04-11,Final,116,94,1,New Orleans,Pelicans,New Orleans,Pelicans
14113,2014-04-06,Final,100,94,1,New Orleans,Pelicans,New Orleans,Pelicans
14114,2014-04-04,Final,100,96,1,New Orleans,Pelicans,New Orleans,Pelicans
14115,2014-04-02,Final,137,107,1,New Orleans,Pelicans,New Orleans,Pelicans
14116,2014-03-29,Final,96,80,1,New Orleans,Pelicans,New Orleans,Pelicans
14117,2014-03-21,Final,105,111,0,New Orleans,Pelicans,New Orleans,Pelicans
14118,2014-03-04,Final,125,132,0,New Orleans,Pelicans,New Orleans,Pelicans
14119,2014-03-03,Final,96,89,1,New Orleans,Pelicans,New Orleans,Pelicans
14120,2014-03-01,Final,108,76,1,New Orleans,Pelicans,New Orleans,Pelicans
14121,2014-02-28,Final,116,104,1,New Orleans,Pelicans,New Orleans,Pelicans
14122,2014-02-26,Final,108,89,1,New Orleans,Pelicans,New Orleans,Pelicans
14123,2014-02-22,Final,94,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14124,2014-02-21,Final,90,87,1,New Orleans,Pelicans,New Orleans,Pelicans
14125,2014-02-12,Final,98,102,0,New Orleans,Pelicans,New Orleans,Pelicans
14126,2014-02-10,Final,108,101,1,New Orleans,Pelicans,New Orleans,Pelicans
14127,2014-02-09,Final,93,81,1,New Orleans,Pelicans,New Orleans,Pelicans
14128,2014-01-29,Final,88,77,1,New Orleans,Pelicans,New Orleans,Pelicans
14129,2014-01-28,Final,89,100,0,New Orleans,Pelicans,New Orleans,Pelicans
14130,2014-01-24,Final,101,103,0,New Orleans,Pelicans,New Orleans,Pelicans
14131,2014-01-20,Final,92,95,0,New Orleans,Pelicans,New Orleans,Pelicans
14132,2014-01-11,Final,110,107,1,New Orleans,Pelicans,New Orleans,Pelicans
14133,2014-01-07,Final,107,88,1,New Orleans,Pelicans,New Orleans,Pelicans
14134,2014-01-04,Final,99,82,1,New Orleans,Pelicans,New Orleans,Pelicans
14135,2014-01-03,Final,92,95,0,New Orleans,Pelicans,New Orleans,Pelicans
14136,2014-01-01,Final,124,112,1,New Orleans,Pelicans,New Orleans,Pelicans
14137,2013-12-28,Final,107,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14138,2013-12-23,Final,100,113,0,New Orleans,Pelicans,New Orleans,Pelicans
14139,2013-12-21,Final,110,107,1,New Orleans,Pelicans,New Orleans,Pelicans
14140,2013-12-18,Final,108,95,1,New Orleans,Pelicans,New Orleans,Pelicans
14141,2013-12-17,Final,104,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14142,2013-12-15,Final,102,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14143,2013-12-02,Final,128,131,0,New Orleans,Pelicans,New Orleans,Pelicans
14144,2013-12-01,Final,99,103,0,New Orleans,Pelicans,New Orleans,Pelicans
14145,2013-11-29,Final,105,121,0,New Orleans,Pelicans,New Orleans,Pelicans
14146,2013-11-25,Final,112,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14147,2013-11-13,Final,111,105,1,New Orleans,Pelicans,New Orleans,Pelicans
14148,2013-11-12,Final,116,95,1,New Orleans,Pelicans,New Orleans,Pelicans
14149,2013-11-10,Final,101,94,1,New Orleans,Pelicans,New Orleans,Pelicans
14150,2013-11-06,Final,84,99,0,New Orleans,Pelicans,New Orleans,Pelicans
14151,2013-11-01,Final,110,90,1,New Orleans,Pelicans,New Orleans,Pelicans
14152,2013-10-25,Final,82,101,0,New Orleans,Pelicans,New Orleans,Pelicans
14153,2013-10-17,Final,102,105,0,New Orleans,Pelicans,New Orleans,Pelicans
14154,2013-10-09,Final,95,99,0,New Orleans,Pelicans,New Orleans,Pelicans
14155,2013-10-07,Final,92,94,0,New Orleans,Pelicans,New Orleans,Pelicans
14156,2013-10-05,Final,115,116,0,New Orleans,Pelicans,New Orleans,Pelicans
14157,2013-04-17,Final,99,87,1,New Orleans,Pelicans,New Orleans,Pelicans
14158,2013-04-10,Final,121,110,1,New Orleans,Pelicans,New Orleans,Pelicans
14159,2013-04-09,Final,104,96,1,New Orleans,Pelicans,New Orleans,Pelicans
14160,2013-04-07,Final,92,95,0,New Orleans,Pelicans,New Orleans,Pelicans
14161,2013-04-05,Final,95,83,1,New Orleans,Pelicans,New Orleans,Pelicans
14162,2013-04-03,Final,98,88,1,New Orleans,Pelicans,New Orleans,Pelicans
14163,2013-03-17,Final,97,95,1,New Orleans,Pelicans,New Orleans,Pelicans
14164,2013-03-15,Final,96,87,1,New Orleans,Pelicans,New Orleans,Pelicans
14165,2013-03-12,Final,108,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14166,2013-03-09,Final,96,85,1,New Orleans,Pelicans,New Orleans,Pelicans
14167,2013-02-27,Final,119,74,1,New Orleans,Pelicans,New Orleans,Pelicans
14168,2013-02-20,Final,105,100,1,New Orleans,Pelicans,New Orleans,Pelicans
14169,2013-02-11,Final,86,105,0,New Orleans,Pelicans,New Orleans,Pelicans
14170,2013-02-10,Final,102,89,1,New Orleans,Pelicans,New Orleans,Pelicans
14171,2013-02-08,Final,100,111,0,New Orleans,Pelicans,New Orleans,Pelicans
14172,2013-02-02,Final,115,86,1,New Orleans,Pelicans,New Orleans,Pelicans
14173,2013-02-01,Final,113,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14174,2013-01-30,Final,104,99,1,New Orleans,Pelicans,New Orleans,Pelicans
14175,2013-01-29,Final,111,106,1,New Orleans,Pelicans,New Orleans,Pelicans
14176,2013-01-27,Final,83,91,0,New Orleans,Pelicans,New Orleans,Pelicans
14177,2013-01-23,Final,106,102,1,New Orleans,Pelicans,New Orleans,Pelicans
14178,2013-01-16,Final,78,90,0,New Orleans,Pelicans,New Orleans,Pelicans
14179,2013-01-15,Final,99,111,0,New Orleans,Pelicans,New Orleans,Pelicans
14180,2013-01-13,Final,100,87,1,New Orleans,Pelicans,New Orleans,Pelicans
14181,2013-01-05,Final,96,99,0,New Orleans,Pelicans,New Orleans,Pelicans
14182,2013-01-02,Final,104,92,1,New Orleans,Pelicans,New Orleans,Pelicans
14183,2012-12-29,Final,95,98,0,New Orleans,Pelicans,New Orleans,Pelicans
14184,2012-12-26,Final,94,97,0,New Orleans,Pelicans,New Orleans,Pelicans
14185,2012-12-21,Final,99,94,1,New Orleans,Pelicans,New Orleans,Pelicans
14186,2012-12-19,Final,93,77,1,New Orleans,Pelicans,New Orleans,Pelicans
14187,2012-12-18,Final,103,96,1,New Orleans,Pelicans,New Orleans,Pelicans
14188,2012-12-16,Final,95,94,1,New Orleans,Pelicans,New Orleans,Pelicans
14189,2012-12-12,Final,92,88,1,New Orleans,Pelicans,New Orleans,Pelicans
14190,2012-12-08,Final,106,90,1,New Orleans,Pelicans,New Orleans,Pelicans
14191,2012-11-26,Final,98,105,0,New Orleans,Pelicans,New Orleans,Pelicans
14192,2012-11-25,Final,102,84,1,New Orleans,Pelicans,New Orleans,Pelicans
14193,2012-11-23,Final,111,108,1,New Orleans,Pelicans,New Orleans,Pelicans
14194,2012-11-21,Final,115,107,1,New Orleans,Pelicans,New Orleans,Pelicans
14195,2012-11-17,Final,117,113,1,New Orleans,Pelicans,New Orleans,Pelicans
14196,2012-11-14,Final,100,96,1,New Orleans,Pelicans,New Orleans,Pelicans
14197,2012-11-03,Final,82,89,0,New Orleans,Pelicans,New Orleans,Pelicans
14198,2012-10-26,Final,89,96,0,New Orleans,Pelicans,New Orleans,Pelicans
14199,2012-10-22,Final,87,74,1,New Orleans,Pelicans,New Orleans,Pelicans
14200,2012-10-18,Final,97,68,1,New Orleans,Pelicans,New Orleans,Pelicans
14201,2012-10-12,Final,95,75,1,New Orleans,Pelicans,New Orleans,Pelicans
14202,2012-10-11,Final,87,90,0,New Orleans,Pelicans,New Orleans,Pelicans
14203,2012-04-26,Final,84,77,1,New Orleans,Pelicans,New Orleans,Pelicans
14204,2012-04-24,Final,81,83,0,New Orleans,Pelicans,New Orleans,Pelicans
14205,2012-04-22,Final,107,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14206,2012-04-18,Final,103,91,1,New Orleans,Pelicans,New Orleans,Pelicans
14207,2012-04-16,Final,67,75,0,New Orleans,Pelicans,New Orleans,Pelicans
14208,2012-04-06,Final,128,103,1,New Orleans,Pelicans,New Orleans,Pelicans
14209,2012-04-01,Final,92,75,1,New Orleans,Pelicans,New Orleans,Pelicans
14210,2012-03-31,Final,88,85,1,New Orleans,Pelicans,New Orleans,Pelicans
14211,2012-03-29,Final,99,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14212,2012-03-28,Final,87,102,0,New Orleans,Pelicans,New Orleans,Pelicans
14213,2012-03-26,Final,97,85,1,New Orleans,Pelicans,New Orleans,Pelicans
14214,2012-03-17,Final,94,102,0,New Orleans,Pelicans,New Orleans,Pelicans
14215,2012-03-10,Final,89,95,0,New Orleans,Pelicans,New Orleans,Pelicans
14216,2012-03-09,Final,110,97,1,New Orleans,Pelicans,New Orleans,Pelicans
14217,2012-03-07,Final,99,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14218,2012-03-05,Final,86,74,1,New Orleans,Pelicans,New Orleans,Pelicans
14219,2012-02-28,Final,99,95,1,New Orleans,Pelicans,New Orleans,Pelicans
14220,2012-02-22,Final,84,89,0,New Orleans,Pelicans,New Orleans,Pelicans
14221,2012-02-21,Final,117,108,1,New Orleans,Pelicans,New Orleans,Pelicans
14222,2012-02-20,Final,101,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14223,2012-02-17,Final,85,89,0,New Orleans,Pelicans,New Orleans,Pelicans
14224,2012-02-15,Final,89,92,0,New Orleans,Pelicans,New Orleans,Pelicans
14225,2012-02-04,Final,89,87,1,New Orleans,Pelicans,New Orleans,Pelicans
14226,2012-02-02,Final,93,81,1,New Orleans,Pelicans,New Orleans,Pelicans
14227,2012-01-30,Final,109,95,1,New Orleans,Pelicans,New Orleans,Pelicans
14228,2012-01-25,Final,101,91,1,New Orleans,Pelicans,New Orleans,Pelicans
14229,2012-01-19,Final,90,88,1,New Orleans,Pelicans,New Orleans,Pelicans
14230,2012-01-14,Final,108,99,1,New Orleans,Pelicans,New Orleans,Pelicans
14231,2012-01-09,Final,81,94,0,New Orleans,Pelicans,New Orleans,Pelicans
14232,2012-01-07,Final,96,81,1,New Orleans,Pelicans,New Orleans,Pelicans
14233,2012-01-02,Final,94,90,1,New Orleans,Pelicans,New Orleans,Pelicans
14234,2012-01-01,Final,96,80,1,New Orleans,Pelicans,New Orleans,Pelicans
14235,2011-12-26,Final,84,85,0,New Orleans,Pelicans,New Orleans,Pelicans
14236,2011-12-16,Final,90,97,0,New Orleans,Pelicans,New Orleans,Pelicans
14237,2011-04-26,Final,106,90,1,New Orleans,Pelicans,New Orleans,Pelicans
14238,2011-04-20,Final,87,78,1,New Orleans,Pelicans,New Orleans,Pelicans
14239,2011-04-17,Final,100,109,0,New Orleans,Pelicans,New Orleans,Pelicans
14240,2011-04-13,Final,121,89,1,New Orleans,Pelicans,New Orleans,Pelicans
14241,2011-04-10,Final,111,89,1,New Orleans,Pelicans,New Orleans,Pelicans
14242,2011-03-27,Final,102,84,1,New Orleans,Pelicans,New Orleans,Pelicans
14243,2011-03-25,Final,100,106,0,New Orleans,Pelicans,New Orleans,Pelicans
14244,2011-03-24,Final,117,121,0,New Orleans,Pelicans,New Orleans,Pelicans
14245,2011-03-07,Final,85,77,1,New Orleans,Pelicans,New Orleans,Pelicans
14246,2011-03-06,Final,81,96,0,New Orleans,Pelicans,New Orleans,Pelicans
14247,2011-03-04,Final,91,98,0,New Orleans,Pelicans,New Orleans,Pelicans
14248,2011-03-02,Final,107,88,1,New Orleans,Pelicans,New Orleans,Pelicans
14249,2011-03-01,Final,96,90,1,New Orleans,Pelicans,New Orleans,Pelicans
14250,2011-02-25,Final,81,95,0,New Orleans,Pelicans,New Orleans,Pelicans
14251,2011-02-16,Final,103,96,1,New Orleans,Pelicans,New Orleans,Pelicans
14252,2011-02-15,Final,102,89,1,New Orleans,Pelicans,New Orleans,Pelicans
14253,2011-02-11,Final,93,99,0,New Orleans,Pelicans,New Orleans,Pelicans
14254,2011-02-09,Final,103,101,1,New Orleans,Pelicans,New Orleans,Pelicans
14255,2011-02-02,Final,104,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14256,2011-01-30,Final,104,102,1,New Orleans,Pelicans,New Orleans,Pelicans
14257,2011-01-29,Final,102,96,1,New Orleans,Pelicans,New Orleans,Pelicans
14258,2011-01-26,Final,103,112,0,New Orleans,Pelicans,New Orleans,Pelicans
14259,2011-01-21,Final,59,100,0,New Orleans,Pelicans,New Orleans,Pelicans
14260,2011-01-15,Final,81,88,0,New Orleans,Pelicans,New Orleans,Pelicans
14261,2011-01-14,Final,105,110,0,New Orleans,Pelicans,New Orleans,Pelicans
14262,2011-01-09,Final,87,96,0,New Orleans,Pelicans,New Orleans,Pelicans
14263,2011-01-07,Final,101,97,1,New Orleans,Pelicans,New Orleans,Pelicans
14264,2011-01-01,Final,81,92,0,New Orleans,Pelicans,New Orleans,Pelicans
14265,2010-12-31,Final,81,83,0,New Orleans,Pelicans,New Orleans,Pelicans
14266,2010-12-27,Final,113,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14267,2010-12-20,Final,94,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14268,2010-12-19,Final,111,108,1,New Orleans,Pelicans,New Orleans,Pelicans
14269,2010-12-13,Final,96,84,1,New Orleans,Pelicans,New Orleans,Pelicans
14270,2010-12-12,Final,88,70,1,New Orleans,Pelicans,New Orleans,Pelicans
14271,2010-12-05,Final,109,84,1,New Orleans,Pelicans,New Orleans,Pelicans
14272,2010-11-29,Final,95,89,1,New Orleans,Pelicans,New Orleans,Pelicans
14273,2010-11-26,Final,78,97,0,New Orleans,Pelicans,New Orleans,Pelicans
14274,2010-11-24,Final,105,87,1,New Orleans,Pelicans,New Orleans,Pelicans
14275,2010-11-22,Final,99,95,1,New Orleans,Pelicans,New Orleans,Pelicans
14276,2010-11-21,Final,71,75,0,New Orleans,Pelicans,New Orleans,Pelicans
14277,2010-11-15,Final,98,95,1,New Orleans,Pelicans,New Orleans,Pelicans
14278,2010-11-06,Final,81,87,0,New Orleans,Pelicans,New Orleans,Pelicans
14279,2010-11-03,Final,99,107,0,New Orleans,Pelicans,New Orleans,Pelicans
14280,2010-10-30,Final,90,99,0,New Orleans,Pelicans,New Orleans,Pelicans
14281,2010-10-21,Final,101,86,1,New Orleans,Pelicans,New Orleans,Pelicans
14282,2010-10-20,Final,105,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14283,2010-10-18,Final,96,91,1,New Orleans,Pelicans,New Orleans,Pelicans
14284,2010-10-15,Final,101,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14285,2010-10-10,Final,135,81,1,New Orleans,Pelicans,New Orleans,Pelicans
14286,2010-04-14,Final,115,123,0,New Orleans,Pelicans,New Orleans,Pelicans
14287,2010-04-03,Final,115,87,1,New Orleans,Pelicans,New Orleans,Pelicans
14288,2010-04-02,Final,107,96,1,New Orleans,Pelicans,New Orleans,Pelicans
14289,2010-03-20,Final,106,86,1,New Orleans,Pelicans,New Orleans,Pelicans
14290,2010-03-18,Final,93,80,1,New Orleans,Pelicans,New Orleans,Pelicans
14291,2010-03-17,Final,131,121,1,New Orleans,Pelicans,New Orleans,Pelicans
14292,2010-03-15,Final,100,108,0,New Orleans,Pelicans,New Orleans,Pelicans
14293,2010-03-14,Final,120,106,1,New Orleans,Pelicans,New Orleans,Pelicans
14294,2010-03-10,Final,98,83,1,New Orleans,Pelicans,New Orleans,Pelicans
14295,2010-03-05,Final,102,91,1,New Orleans,Pelicans,New Orleans,Pelicans
14296,2010-02-28,Final,108,100,1,New Orleans,Pelicans,New Orleans,Pelicans
14297,2010-02-24,Final,115,95,1,New Orleans,Pelicans,New Orleans,Pelicans
14298,2010-02-23,Final,105,95,1,New Orleans,Pelicans,New Orleans,Pelicans
14299,2010-02-08,Final,123,117,1,New Orleans,Pelicans,New Orleans,Pelicans
14300,2010-02-06,Final,99,104,0,New Orleans,Pelicans,New Orleans,Pelicans
14301,2010-01-30,Final,102,109,0,New Orleans,Pelicans,New Orleans,Pelicans
14302,2010-01-27,Final,110,123,0,New Orleans,Pelicans,New Orleans,Pelicans
14303,2010-01-25,Final,97,98,0,New Orleans,Pelicans,New Orleans,Pelicans
14304,2010-01-23,Final,116,110,1,New Orleans,Pelicans,New Orleans,Pelicans
14305,2010-01-22,Final,94,96,0,New Orleans,Pelicans,New Orleans,Pelicans
14306,2010-01-16,Final,96,101,0,New Orleans,Pelicans,New Orleans,Pelicans
14307,2010-01-15,Final,110,104,1,New Orleans,Pelicans,New Orleans,Pelicans
14308,2010-01-11,Final,96,92,1,New Orleans,Pelicans,New Orleans,Pelicans
14309,2010-01-10,Final,110,115,0,New Orleans,Pelicans,New Orleans,Pelicans
14310,2010-01-06,Final,92,97,0,New Orleans,Pelicans,New Orleans,Pelicans
14311,2010-01-04,Final,87,91,0,New Orleans,Pelicans,New Orleans,Pelicans
14312,2009-12-29,Final,108,100,1,New Orleans,Pelicans,New Orleans,Pelicans
14313,2009-12-26,Final,96,85,1,New Orleans,Pelicans,New Orleans,Pelicans
14314,2009-12-20,Final,98,92,1,New Orleans,Pelicans,New Orleans,Pelicans
14315,2009-12-14,Final,94,90,1,New Orleans,Pelicans,New Orleans,Pelicans
14316,2009-12-09,Final,96,97,0,New Orleans,Pelicans,New Orleans,Pelicans
14317,2009-12-01,Final,110,99,1,New Orleans,Pelicans,New Orleans,Pelicans
14318,2009-11-29,Final,112,96,1,New Orleans,Pelicans,New Orleans,Pelicans
14319,2009-11-22,Final,102,101,1,New Orleans,Pelicans,New Orleans,Pelicans
14320,2009-11-14,Final,121,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14321,2009-11-11,Final,124,104,1,New Orleans,Pelicans,New Orleans,Pelicans
14322,2009-11-09,Final,84,112,0,New Orleans,Pelicans,New Orleans,Pelicans
14323,2009-11-08,Final,104,88,1,New Orleans,Pelicans,New Orleans,Pelicans
14324,2009-11-02,Final,117,111,1,New Orleans,Pelicans,New Orleans,Pelicans
14325,2009-11-01,Final,97,87,1,New Orleans,Pelicans,New Orleans,Pelicans
14326,2009-10-28,Final,113,96,1,New Orleans,Pelicans,New Orleans,Pelicans
14327,2009-10-23,Final,91,88,1,New Orleans,Pelicans,New Orleans,Pelicans
14328,2009-10-22,Final,126,92,1,New Orleans,Pelicans,New Orleans,Pelicans
14329,2009-10-15,Final,97,81,1,New Orleans,Pelicans,New Orleans,Pelicans
14330,2009-10-08,Final,108,101,1,New Orleans,Pelicans,New Orleans,Pelicans
14331,2009-10-07,Final,108,102,1,New Orleans,Pelicans,New Orleans,Pelicans
14332,2009-04-29,Final,107,86,1,New Orleans,Pelicans,New Orleans,Pelicans
14333,2009-04-22,Final,108,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14334,2009-04-19,Final,113,84,1,New Orleans,Pelicans,New Orleans,Pelicans
14335,2009-04-15,Final,105,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14336,2009-04-13,Final,86,66,1,New Orleans,Pelicans,New Orleans,Pelicans
14337,2009-04-10,Final,100,92,1,New Orleans,Pelicans,New Orleans,Pelicans
14338,2009-04-07,Final,87,93,0,New Orleans,Pelicans,New Orleans,Pelicans
14339,2009-04-03,Final,111,103,1,New Orleans,Pelicans,New Orleans,Pelicans
14340,2009-04-01,Final,98,104,0,New Orleans,Pelicans,New Orleans,Pelicans
14341,2009-03-31,Final,110,111,0,New Orleans,Pelicans,New Orleans,Pelicans
14342,2009-03-27,Final,103,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14343,2009-03-14,Final,97,79,1,New Orleans,Pelicans,New Orleans,Pelicans
14344,2009-03-13,Final,86,95,0,New Orleans,Pelicans,New Orleans,Pelicans
14345,2009-03-11,Final,98,109,0,New Orleans,Pelicans,New Orleans,Pelicans
14346,2009-03-09,Final,89,79,1,New Orleans,Pelicans,New Orleans,Pelicans
14347,2009-03-02,Final,91,98,0,New Orleans,Pelicans,New Orleans,Pelicans
14348,2009-03-01,Final,96,99,0,New Orleans,Pelicans,New Orleans,Pelicans
14349,2009-02-23,Final,105,112,0,New Orleans,Pelicans,New Orleans,Pelicans
14350,2009-02-21,Final,102,88,1,New Orleans,Pelicans,New Orleans,Pelicans
14351,2009-02-20,Final,115,111,1,New Orleans,Pelicans,New Orleans,Pelicans
14352,2009-02-17,Final,98,100,0,New Orleans,Pelicans,New Orleans,Pelicans
14353,2009-02-09,Final,85,80,1,New Orleans,Pelicans,New Orleans,Pelicans
14354,2009-01-31,Final,106,93,1,New Orleans,Pelicans,New Orleans,Pelicans
14355,2009-01-23,Final,116,108,1,New Orleans,Pelicans,New Orleans,Pelicans
14356,2009-01-17,Final,85,91,0,New Orleans,Pelicans,New Orleans,Pelicans
14357,2009-01-16,Final,92,78,1,New Orleans,Pelicans,New Orleans,Pelicans
14358,2009-01-14,Final,97,104,0,New Orleans,Pelicans,New Orleans,Pelicans
14359,2009-01-07,Final,116,90,1,New Orleans,Pelicans,New Orleans,Pelicans
14360,2009-01-06,Final,105,116,0,New Orleans,Pelicans,New Orleans,Pelicans
14361,2009-01-03,Final,105,100,1,New Orleans,Pelicans,New Orleans,Pelicans
14362,2009-01-02,Final,77,92,0,New Orleans,Pelicans,New Orleans,Pelicans
14363,2008-12-28,Final,103,105,0,New Orleans,Pelicans,New Orleans,Pelicans
14364,2008-12-25,Final,88,68,1,New Orleans,Pelicans,New Orleans,Pelicans
14365,2008-12-16,Final,84,91,0,New Orleans,Pelicans,New Orleans,Pelicans
14366,2008-12-14,Final,91,99,0,New Orleans,Pelicans,New Orleans,Pelicans
14367,2008-12-12,Final,94,82,1,New Orleans,Pelicans,New Orleans,Pelicans
14368,2008-11-28,Final,101,86,1,New Orleans,Pelicans,New Orleans,Pelicans
14369,2008-11-27,Final,101,105,0,New Orleans,Pelicans,New Orleans,Pelicans
14370,2008-11-24,Final,87,99,0,New Orleans,Pelicans,New Orleans,Pelicans
14371,2008-11-21,Final,80,105,0,New Orleans,Pelicans,New Orleans,Pelicans
14372,2008-11-15,Final,91,82,1,New Orleans,Pelicans,New Orleans,Pelicans
14373,2008-11-07,Final,92,89,1,New Orleans,Pelicans,New Orleans,Pelicans
14374,2008-10-30,Final,95,108,0,New Orleans,Pelicans,New Orleans,Pelicans
14375,2008-10-29,Final,103,108,0,New Orleans,Pelicans,New Orleans,Pelicans
14376,2008-10-17,Final,80,102,0,New Orleans,Pelicans,New Orleans,Pelicans
14377,2008-10-10,Final,84,89,0,New Orleans,Pelicans,New Orleans,Pelicans
14378,2008-10-08,Final,71,105,0,New Orleans,Pelicans,New Orleans,Pelicans
14379,2008-05-15,Final,99,80,1,New Orleans,Pelicans,New Orleans,Pelicans
14380,2008-05-11,Final,100,80,1,New Orleans,Pelicans,New Orleans,Pelicans
14381,2008-05-08,Final,110,99,1,New Orleans,Pelicans,New Orleans,Pelicans
14382,2008-04-27,Final,84,97,0,New Orleans,Pelicans,New Orleans,Pelicans
14383,2008-04-25,Final,97,87,1,New Orleans,Pelicans,New Orleans,Pelicans
14384,2008-04-16,Final,111,98,1,New Orleans,Pelicans,New Orleans,Pelicans
14385,2008-04-12,Final,94,91,1,New Orleans,Pelicans,New Orleans,Pelicans
14386,2008-04-11,Final,107,104,1,New Orleans,Pelicans,New Orleans,Pelicans
14387,2008-04-09,Final,90,122,0,New Orleans,Pelicans,New Orleans,Pelicans
14388,2008-04-02,Final,77,106,0,New Orleans,Pelicans,New Orleans,Pelicans
14389,2008-04-01,Final,97,98,0,New Orleans,Pelicans,New Orleans,Pelicans
14390,2008-03-30,Final,111,118,0,New Orleans,Pelicans,New Orleans,Pelicans
14391,2008-03-28,Final,112,92,1,New Orleans,Pelicans,New Orleans,Pelicans
14392,2008-03-26,Final,99,100,0,New Orleans,Pelicans,New Orleans,Pelicans
14393,2008-03-25,Final,106,114,0,New Orleans,Pelicans,New Orleans,Pelicans
14394,2008-03-16,Final,105,84,1,New Orleans,Pelicans,New Orleans,Pelicans
14395,2008-03-08,Final,106,96,1,New Orleans,Pelicans,New Orleans,Pelicans
14396,2008-03-03,Final,88,100,0,New Orleans,Pelicans,New Orleans,Pelicans
14397,2008-03-02,Final,101,84,1,New Orleans,Pelicans,New Orleans,Pelicans
14398,2008-02-23,Final,98,89,1,New Orleans,Pelicans,New Orleans,Pelicans
14399,2008-02-13,Final,107,111,0,New Orleans,Pelicans,New Orleans,Pelicans
14400,2008-02-12,Final,86,100,0,New Orleans,Pelicans,New Orleans,Pelicans
14401,2008-02-06,Final,130,132,0,New Orleans,Pelicans,New Orleans,Pelicans
14402,2008-02-04,Final,110,88,1,New Orleans,Pelicans,New Orleans,Pelicans
14403,2008-02-01,Final,112,103,1,New Orleans,Pelicans,New Orleans,Pelicans
14404,2008-01-26,Final,78,102,0,New Orleans,Pelicans,New Orleans,Pelicans
14405,2008-01-13,Final,82,87,0,New Orleans,Pelicans,New Orleans,Pelicans
14406,2008-01-05,Final,113,118,0,New Orleans,Pelicans,New Orleans,Pelicans
14407,2008-01-04,Final,104,116,0,New Orleans,Pelicans,New Orleans,Pelicans
14408,2008-01-02,Final,81,95,0,New Orleans,Pelicans,New Orleans,Pelicans
14409,2007-12-28,Final,85,99,0,New Orleans,Pelicans,New Orleans,Pelicans
14410,2007-12-26,Final,98,116,0,New Orleans,Pelicans,New Orleans,Pelicans
14411,2007-12-19,Final,93,107,0,New Orleans,Pelicans,New Orleans,Pelicans
14412,2007-12-17,Final,88,76,1,New Orleans,Pelicans,New Orleans,Pelicans
14413,2007-12-14,Final,89,80,1,New Orleans,Pelicans,New Orleans,Pelicans
14414,2007-12-12,Final,105,99,1,New Orleans,Pelicans,New Orleans,Pelicans
